"mid","eid","uid","rid","qid","query_label","query_type","answer_time","response_time","answer_rank","answer_line","answer_type","mrk_neutral","mrk_hack","mrk_trap","mrk_line","mrk_on_dcpt","mrk_on_risk","mrk_hack_on_risk","mrk_hack_on_dcpt","mrk_trap_on_risk","mrk_trap_on_dcpt"
3184,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","f6546f571c96b729654ee8e27c2346a5","TR849.filesystem.nikiforakis.home-lpc-customer_list_2010","deceptive","filesystem","2024-02-08 18:34:16.572000+00:00",76.792,1,35,"trap",False,False,True,"-rw-r--r--  1 lpc  lpc   83K Nov 11 12:14 customer_list_2010.html",True,False,"","",False,True
3185,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","f6546f571c96b729654ee8e27c2346a5","TR849.filesystem.nikiforakis.home-lpc-customer_list_2010","deceptive","filesystem","2024-02-08 18:34:16.572000+00:00",76.792,2,19,"hack",False,True,False,"drwx------  2 lpc  lpc  4.0K Nov  2 09:21 .ssh",False,False,False,False,"",""
3186,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","31aa508fb9986c6e0ccd83ee000fb27d","TR856.httpheaders.outdated-apache-server-1.0.3-and-httpheader-devtoken","deceptive","httpheaders","2024-02-08 18:35:29.608000+00:00",72.938,0,4,"trap",False,False,True,"Set-Cookie: PHPSESSID=hLAGcA9qClz36kOr71sSgw; path=/",False,False,"","",False,False
3187,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","31aa508fb9986c6e0ccd83ee000fb27d","TR856.httpheaders.outdated-apache-server-1.0.3-and-httpheader-devtoken","deceptive","httpheaders","2024-02-08 18:35:29.608000+00:00",72.938,1,8,"hack",False,True,False,"X-DevToken: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbiI6IjMwZDk4NGI4Iiwicm9sZSI6ImNsdXN0ZXIifQ.J2c1XH2RsXDjaWJhCHSWR4bBNxEm7l2Q7WxrlG2vph4",True,False,False,True,"",""
3188,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","d0528c91d0ebd1e03ded71152a4c40fe","TR150.httpheaders.outdated-apache-server-1.0.3","risky","httpheaders","2024-02-08 18:35:48.866000+00:00",19.167,0,4,"trap",False,False,True,"Set-Cookie: PHPSESSID=hLAGcA9qClz36kOr71sSgw; path=/",False,False,"","",False,False
3189,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","86be14416ee190a5d5bfcfb752b63aba","TR150.networkrequests.mail_google_com-trunc-02-improper-assets-management","deceptive","networkrequests","2024-02-08 18:38:34.012000+00:00",165.061,0,3,"trap",False,False,True,"3.331 POST https://signaler-pa.clients6.site.com/punctual/multi-watch/channel?VER=8&csessionid=-Cov_kcAnnD1efS-nZgYly8lU1g-M&key=nhD1h1USaIDj1qRCfbcKZA&RID=8593&CVER=22&zx=as2v23637&t=1 200 OK (54 bytes)",False,False,"","",False,False
3190,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","86be14416ee190a5d5bfcfb752b63aba","TR150.networkrequests.mail_google_com-trunc-02-improper-assets-management","deceptive","networkrequests","2024-02-08 18:38:34.012000+00:00",165.061,1,4,"trap",False,False,True,"3.334 OPTIONS https://signaler-pa.clients6.site.com/punctual/multi-watch/channel?VER=8&csessionid=-Cov_kcAnnD1efS-nZgYly8lU1g-M&key=nhD1h1USaIDj1qRCfbcKZA&RID=8593&CVER=22&zx=as2v23637&t=1 200 OK",False,False,"","",False,False
3191,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","6016b9f618368f5fbb3b4bcf606d1c42","TR150.filesystem.root-mariadb-backup","risky","filesystem","2024-02-08 18:39:22.508000+00:00",48.407,0,3,"hack",False,True,False,"-rw-------.  1 root root  21K Oct 25 19:26 .bash_history",False,False,False,False,"",""
3192,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","6016b9f618368f5fbb3b4bcf606d1c42","TR150.filesystem.root-mariadb-backup","risky","filesystem","2024-02-08 18:39:22.508000+00:00",48.407,1,7,"hack",False,True,False,"drwxr-xr-x.  3 root root 4.0K Oct  2 18:02 .cache",False,False,False,False,"",""
3193,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","6016b9f618368f5fbb3b4bcf606d1c42","TR150.filesystem.root-mariadb-backup","risky","filesystem","2024-02-08 18:39:22.508000+00:00",48.407,2,10,"trap",False,False,True,"-rw-r--r--.  1 root root  13M Jun 16  2022 mariadb.tar.gz",False,True,"","",True,False
3194,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","6016b9f618368f5fbb3b4bcf606d1c42","TR150.filesystem.root-mariadb-backup","risky","filesystem","2024-02-08 18:39:22.508000+00:00",48.407,3,11,"hack",False,True,False,"drwx------.  2 root root 4.0K Sep 27 19:30 .ssh",False,False,False,False,"",""
3195,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","1185dc4307c5c218d7ee8448a952e3af","TR849.networkrequests.sahin.github_com-trunc-system-prod","deceptive","networkrequests","2024-02-08 18:40:46.346000+00:00",83.757,-1,-1,"neutral",True,False,False,"","","","","","",""
3196,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","40ac86af30fe738c407c1a7a35977918","TR150.filesystem.salphard-openvpn-config","risky","filesystem","2024-02-08 18:41:30.271000+00:00",43.843,0,3,"hack",False,True,False,"-rw-------  1 salphard salphard 7.2K Sep 25 19:17 .bash_history",False,False,False,False,"",""
3197,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","40ac86af30fe738c407c1a7a35977918","TR150.filesystem.salphard-openvpn-config","risky","filesystem","2024-02-08 18:41:30.271000+00:00",43.843,1,7,"trap",False,False,True,"drwxr-xr-x  2 root     root     4.0K Nov  1  2020 data",False,False,"","",False,False
3198,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","40ac86af30fe738c407c1a7a35977918","TR150.filesystem.salphard-openvpn-config","risky","filesystem","2024-02-08 18:41:30.271000+00:00",43.843,2,17,"hack",False,True,False,"drwx------  2 salphard salphard 4.0K Jun 21  2019 .ssh",False,False,False,False,"",""
3199,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","40ac86af30fe738c407c1a7a35977918","TR150.filesystem.salphard-openvpn-config","risky","filesystem","2024-02-08 18:41:30.271000+00:00",43.843,3,15,"hack",False,True,False,"-rw-r--r--  1 salphard salphard  675 Sep 17  2017 .profile",False,False,False,False,"",""
3200,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","7839607118ef10c297ddc747496634c3","hackertarget-003375.03","neutral","httpheaders","2024-02-08 18:41:58.335000+00:00",27.974,0,4,"trap",False,False,True,"X-Powered-By: PHP/5.3.14",False,False,"","",False,False
3201,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","7839607118ef10c297ddc747496634c3","hackertarget-003375.03","neutral","httpheaders","2024-02-08 18:41:58.335000+00:00",27.974,1,5,"trap",False,False,True,"Set-Cookie: PHPSESSID=76eia055llsgecl8tata6grjm6; path=/",False,False,"","",False,False
3202,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","f1648c7305bf654d35c2c889ad60b432","TR150.filesystem.root-k8s-manifests","risky","filesystem","2024-02-08 18:43:07.100000+00:00",68.679,0,3,"hack",False,True,False,"-rw-------.  1 root root  21K Oct 25 19:26 .bash_history",False,False,False,False,"",""
3203,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","f1648c7305bf654d35c2c889ad60b432","TR150.filesystem.root-k8s-manifests","risky","filesystem","2024-02-08 18:43:07.100000+00:00",68.679,1,7,"hack",False,True,False,"drwx------.  3 root root 4.0K Apr 11  2021 .config",False,False,False,False,"",""
3204,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","f1648c7305bf654d35c2c889ad60b432","TR150.filesystem.root-k8s-manifests","risky","filesystem","2024-02-08 18:43:07.100000+00:00",68.679,2,13,"hack",False,True,False,"drwxr-xr-x.  2 root root 4.0K Aug  8 11:06 .k9s",False,False,False,False,"",""
3205,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","f1648c7305bf654d35c2c889ad60b432","TR150.filesystem.root-k8s-manifests","risky","filesystem","2024-02-08 18:43:07.100000+00:00",68.679,3,16,"hack",False,True,False,"drwx------.  2 root root 4.0K Sep 27 19:30 .ssh",False,False,False,False,"",""
3206,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","3852866f04350edebc1900d6af3d6f58","TR150.networkrequests.mail_google_com-trunc-02","neutral","networkrequests","2024-02-08 18:43:33.215000+00:00",26.006,0,3,"trap",False,False,True,"3.331 POST https://signaler-pa.clients6.site.com/punctual/multi-watch/channel?VER=8&csessionid=-Cov_kcAnnD1efS-nZgYly8lU1g-M&key=nhD1h1USaIDj1qRCfbcKZA&RID=8593&CVER=22&zx=as2v23637&t=1 200 OK (54 bytes)",False,False,"","",False,False
3207,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","3852866f04350edebc1900d6af3d6f58","TR150.networkrequests.mail_google_com-trunc-02","neutral","networkrequests","2024-02-08 18:43:33.215000+00:00",26.006,1,4,"trap",False,False,True,"3.334 OPTIONS https://signaler-pa.clients6.site.com/punctual/multi-watch/channel?VER=8&csessionid=-Cov_kcAnnD1efS-nZgYly8lU1g-M&key=nhD1h1USaIDj1qRCfbcKZA&RID=8593&CVER=22&zx=as2v23637&t=1 200 OK",False,False,"","",False,False
3208,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","7144a171e70240d58c29c8db7d7e9298","TR849.filesystem.nikiforakis.home-leonard-customer_list_2010","deceptive","filesystem","2024-02-08 18:44:00.394000+00:00",27.081,0,4,"hack",False,True,False,"drwx------  7 leonard leonard 4.0K Jan 12  2022 .cache",False,False,False,False,"",""
3209,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","7144a171e70240d58c29c8db7d7e9298","TR849.filesystem.nikiforakis.home-leonard-customer_list_2010","deceptive","filesystem","2024-02-08 18:44:00.394000+00:00",27.081,1,5,"hack",False,True,False,"drwx------  6 leonard leonard 4.0K Sep 25 17:40 .config",False,False,False,False,"",""
3210,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","7144a171e70240d58c29c8db7d7e9298","TR849.filesystem.nikiforakis.home-leonard-customer_list_2010","deceptive","filesystem","2024-02-08 18:44:00.394000+00:00",27.081,2,7,"trap",False,False,True,"drwx------  4 leonard leonard 4.0K Jan 14  2022 .gnupg",False,False,"","",False,False
3211,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","7144a171e70240d58c29c8db7d7e9298","TR849.filesystem.nikiforakis.home-leonard-customer_list_2010","deceptive","filesystem","2024-02-08 18:44:00.394000+00:00",27.081,3,8,"trap",False,False,True,"-rw-r--r--  1 leonard leonard  83K Nov 20  2022 customer_list_2010.html",True,False,"","",False,True
3212,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","e318b21f01958ed5cddc061b0f2fee91","TR150.htaccess.github-Aiko-IT-Systems_DisCatSharp","neutral","htaccess","2024-02-08 18:44:57.495000+00:00",57.007,0,7,"hack",False,True,False,"RewriteCond %{REQUEST_FILENAME}.html -f",False,False,False,False,"",""
3213,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","e318b21f01958ed5cddc061b0f2fee91","TR150.htaccess.github-Aiko-IT-Systems_DisCatSharp","neutral","htaccess","2024-02-08 18:44:57.495000+00:00",57.007,1,8,"hack",False,True,False,"RewriteRule ^(.*?)/?$ $1.html [NC,L]",False,False,False,False,"",""
3214,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","452b1fcff625da96726778e93bb14037","TR849.httpheaders.sahin.hackertarget-087288.01-admin-cookie","deceptive","httpheaders","2024-02-08 18:45:10.154000+00:00",12.578,0,7,"trap",False,False,True,"X-Powered-By: PHP/5.4.5",False,False,"","",False,False
3215,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","452b1fcff625da96726778e93bb14037","TR849.httpheaders.sahin.hackertarget-087288.01-admin-cookie","deceptive","httpheaders","2024-02-08 18:45:10.154000+00:00",12.578,1,8,"trap",False,False,True,"Set-Cookie: DATA=YWRtaW49ZmFsc2U%3D; path=/",True,False,"","",False,True
3216,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","844966876f0a303de28a8ee6cff42927","TR150.filesystem.home-IconThor","neutral","filesystem","2024-02-08 18:45:30.567000+00:00",20.324,0,5,"hack",False,True,False,"drwx------  7 IconThor IconThor 4.0K Jan 12  2022 .cache",False,False,False,False,"",""
3217,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","844966876f0a303de28a8ee6cff42927","TR150.filesystem.home-IconThor","neutral","filesystem","2024-02-08 18:45:30.567000+00:00",20.324,1,6,"hack",False,True,False,"drwx------  6 IconThor IconThor 4.0K Sep 25 17:40 .config",False,False,False,False,"",""
3218,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","844966876f0a303de28a8ee6cff42927","TR150.filesystem.home-IconThor","neutral","filesystem","2024-02-08 18:45:30.567000+00:00",20.324,2,7,"trap",False,False,True,"-rw-r--r--  1 IconThor IconThor   88 Jul 11  2021 test.gpg",False,False,"","",False,False
3219,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","844966876f0a303de28a8ee6cff42927","TR150.filesystem.home-IconThor","neutral","filesystem","2024-02-08 18:45:30.567000+00:00",20.324,3,15,"hack",False,True,False,"-rw-------  1 IconThor IconThor 231K Dec 30 08:36 .zsh_history",False,False,False,False,"",""
3220,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","4ceb7ec2afba3fbd6ada8332231dc51d","TR150.filesystem.root-certificates","risky","filesystem","2024-02-08 18:45:54.584000+00:00",23.937,0,4,"hack",False,True,False,"-rw-------.  1 root root  21K Oct 25 19:26 .bash_history",False,False,False,False,"",""
3221,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","4ceb7ec2afba3fbd6ada8332231dc51d","TR150.filesystem.root-certificates","risky","filesystem","2024-02-08 18:45:54.584000+00:00",23.937,1,9,"hack",False,True,False,"drwxr-xr-x.  3 root root 4.0K Oct  2 18:02 .cache",False,False,False,False,"",""
3222,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","4ceb7ec2afba3fbd6ada8332231dc51d","TR150.filesystem.root-certificates","risky","filesystem","2024-02-08 18:45:54.584000+00:00",23.937,2,12,"hack",False,True,False,"drwx------.  3 root root 4.0K Apr 11  2021 .config",False,False,False,False,"",""
3223,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","4ceb7ec2afba3fbd6ada8332231dc51d","TR150.filesystem.root-certificates","risky","filesystem","2024-02-08 18:45:54.584000+00:00",23.937,3,15,"trap",False,False,True,"drwxr-xr-x.  2 root root 4.0K Jun  6  2022 letsencrypt-keys",False,True,"","",True,False
3224,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","1cdba58b8c3de32ee9257aac572b841b","TR150.networkrequests.juice_shop_herokuapp_com-003","neutral","networkrequests","2024-02-08 18:46:26.615000+00:00",31.906,0,2,"trap",False,False,True,"0.303 GET https://juice-shop.herokuapp.com/103.js 200 OK (3.4 kB)",False,False,"","",False,False
3225,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","d275ab89bb12fc068fd56ca29930bba4","TR150.networkrequests.www_amazon_com-trunc","neutral","networkrequests","2024-02-08 18:46:48.854000+00:00",22.158,-1,-1,"neutral",True,False,False,"","","","","","",""
3226,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","9667e24877c6d6082259c7a3ddf408a8","TR849.networkrequests.petrunic.juice_shop_herokuapp_com-004-admin-false","deceptive","networkrequests","2024-02-08 18:46:52.814000+00:00",3.877,-1,-1,"neutral",True,False,False,"","","","","","",""
3227,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","c87f8293d5bb6f8ba99c3cb265ea24bb","TR150.networkrequests.en_wikipedia_org-trunc","neutral","networkrequests","2024-02-08 18:47:05.703000+00:00",12.811,-1,-1,"neutral",True,False,False,"","","","","","",""
3228,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","cf5079ad753d1fd1ff822f03cf45382c","TR150.filesystem.home-furi0zuc","neutral","filesystem","2024-02-08 18:51:07.451000+00:00",241.666,0,3,"hack",False,True,False,"-rw-------  1 furi0zuc furi0zuc 8.9K Jul  5 21:47 .bash_history",False,False,False,False,"",""
3229,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","cf5079ad753d1fd1ff822f03cf45382c","TR150.filesystem.home-furi0zuc","neutral","filesystem","2024-02-08 18:51:07.451000+00:00",241.666,1,6,"hack",False,True,False,"drwx------  2 furi0zuc furi0zuc 4.0K Sep 17  2017 .cache",False,False,False,False,"",""
3230,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","cf5079ad753d1fd1ff822f03cf45382c","TR150.filesystem.home-furi0zuc","neutral","filesystem","2024-02-08 18:51:07.451000+00:00",241.666,2,7,"hack",False,True,False,"drwx------  5 furi0zuc furi0zuc 4.0K Dec  2  2021 .config",False,False,False,False,"",""
3231,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","cf5079ad753d1fd1ff822f03cf45382c","TR150.filesystem.home-furi0zuc","neutral","filesystem","2024-02-08 18:51:07.451000+00:00",241.666,3,8,"trap",False,False,True,"-rw-------  1 root     root     357M Dec 25 07:00 dead.letter",False,False,"","",False,False
3232,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","cf5079ad753d1fd1ff822f03cf45382c","TR150.filesystem.home-furi0zuc","neutral","filesystem","2024-02-08 18:51:07.451000+00:00",241.666,4,9,"trap",False,False,True,"drwx------  2 root     root     4.0K Aug  1  2021 .docker",False,False,"","",False,False
3233,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","cf5079ad753d1fd1ff822f03cf45382c","TR150.filesystem.home-furi0zuc","neutral","filesystem","2024-02-08 18:51:07.451000+00:00",241.666,5,13,"trap",False,False,True,"drwx------  2 root     root     4.0K Jul 10  2021 .gnupg",False,False,"","",False,False
3234,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","cf5079ad753d1fd1ff822f03cf45382c","TR150.filesystem.home-furi0zuc","neutral","filesystem","2024-02-08 18:51:07.451000+00:00",241.666,6,19,"hack",False,True,False,"drwx------  2 furi0zuc furi0zuc 4.0K Jun 21  2019 .ssh",False,False,False,False,"",""
3235,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","c3b7740cd9c47dd7d01920d824b83188","TR150.networkrequests.www_google_com-trunc","neutral","networkrequests","2024-02-08 18:51:20.921000+00:00",13.29,-1,-1,"neutral",True,False,False,"","","","","","",""
3236,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","4c95875b0e1622eacf9c954652789ca5","TR150.httpheaders.hackertarget-033646.01-httpheader-devtoken","deceptive","httpheaders","2024-02-08 18:51:42.158000+00:00",21.155,0,3,"trap",False,False,True,"Server: Apache/2.2.17 (Unix) mod_ssl/2.2.17 OpenSSL/0.9.8e-fips-rhel5 mod_auth_passthrough/2.1 mod_bwlimited/1.4 FrontPage/5.0.2.2635",False,False,"","",False,False
3237,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","4c95875b0e1622eacf9c954652789ca5","TR150.httpheaders.hackertarget-033646.01-httpheader-devtoken","deceptive","httpheaders","2024-02-08 18:51:42.158000+00:00",21.155,1,4,"trap",False,False,True,"X-DevToken: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbiI6IjMwZDk4NGI4Iiwicm9sZSI6ImNsdXN0ZXIifQ.J2c1XH2RsXDjaWJhCHSWR4bBNxEm7l2Q7WxrlG2vph4",True,False,"","",False,True
3238,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","4c95875b0e1622eacf9c954652789ca5","TR150.httpheaders.hackertarget-033646.01-httpheader-devtoken","deceptive","httpheaders","2024-02-08 18:51:42.158000+00:00",21.155,2,5,"trap",False,False,True,"X-Powered-By: PHP/5.2.16",False,False,"","",False,False
3239,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","cff5c3c556b5e1dbfe2d33d75f2c0fc0","TR150.networkrequests.jira_dynatrace_org-trunc-02","neutral","networkrequests","2024-02-08 18:54:04.562000+00:00",142.315,-1,-1,"neutral",True,False,False,"","","","","","",""
3240,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","94535e8d0179562ea20c624239913798","TR150.htaccess.github-Aiko-IT-Systems_DisCatSharp-admin-redirect","deceptive","htaccess","2024-02-08 18:54:35.880000+00:00",31.206,0,7,"trap",False,False,True,"Redirect 301 ""/admin"" ""/view/admin/index.php?role=view""",True,False,"","",False,True
3241,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","94535e8d0179562ea20c624239913798","TR150.htaccess.github-Aiko-IT-Systems_DisCatSharp-admin-redirect","deceptive","htaccess","2024-02-08 18:54:35.880000+00:00",31.206,1,9,"hack",False,True,False,"RewriteCond %{REQUEST_FILENAME}.html -f",False,False,False,False,"",""
3242,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","94535e8d0179562ea20c624239913798","TR150.htaccess.github-Aiko-IT-Systems_DisCatSharp-admin-redirect","deceptive","htaccess","2024-02-08 18:54:35.880000+00:00",31.206,2,10,"hack",False,True,False,"RewriteRule ^(.*?)/?$ $1.html [NC,L]",False,False,False,False,"",""
3243,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","d0b1051e2322bb089135091fbdf3f894","TR150.httpheaders.outdated-php-server-5.1.6","risky","httpheaders","2024-02-08 18:55:00.100000+00:00",24.144,0,4,"trap",False,False,True,"X-Powered-By: PHP/5.1.6",False,True,"","",True,False
3244,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","8666a465b82d6e3027bee76ea71d96c0","TR150.filesystem.home-IconThor-backup-tar-gz","deceptive","filesystem","2024-02-08 18:55:16.276000+00:00",16.087,0,5,"hack",False,True,False,"drwx------  7 IconThor IconThor 4.0K Jan 12  2022 .cache",False,False,False,False,"",""
3245,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","8666a465b82d6e3027bee76ea71d96c0","TR150.filesystem.home-IconThor-backup-tar-gz","deceptive","filesystem","2024-02-08 18:55:16.276000+00:00",16.087,1,6,"hack",False,True,False,"drwx------  6 IconThor IconThor 4.0K Sep 25 17:40 .config",False,False,False,False,"",""
3246,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","8666a465b82d6e3027bee76ea71d96c0","TR150.filesystem.home-IconThor-backup-tar-gz","deceptive","filesystem","2024-02-08 18:55:16.276000+00:00",16.087,2,7,"hack",False,True,False,"-rw-r--r--  1 IconThor IconThor   88 Jul 11  2021 test.gpg",False,False,False,False,"",""
3247,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","8666a465b82d6e3027bee76ea71d96c0","TR150.filesystem.home-IconThor-backup-tar-gz","deceptive","filesystem","2024-02-08 18:55:16.276000+00:00",16.087,3,16,"hack",False,True,False,"-rw-------  1 IconThor IconThor 231K Dec 30 08:36 .zsh_history",False,False,False,False,"",""
3248,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","f27b7a6670effc2445294d959019d277","TR150.httpheaders.proxy-auth-leak","risky","httpheaders","2024-02-08 18:57:55.379000+00:00",159.027,0,7,"hack",False,True,False,"Proxy-Authorization: Basic dXNlcj1wcm94eTtwYXNzPTdMOUFDQ0FKS3BLU3A0",False,True,True,False,"",""
3249,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","1ebfab99330239ecdc46c8b1efa9852e","TR150.httpheaders.cross-domain-referer-leakage","risky","httpheaders","2024-02-08 18:58:10.692000+00:00",15.148,-1,-1,"neutral",True,False,False,"","","","","","",""
3250,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","c5da54a5fc50f38dc0967cfae0cc377d","TR150.httpheaders.hackertarget-101810.02-referer-leakage","deceptive","httpheaders","2024-02-08 19:01:48.331000+00:00",217.554,0,9,"hack",False,True,False,"Set-Cookie: ASP.NET_SessionId=fyi3sylqfunbwtdy03s4fdqv; path=/; HttpOnly",False,False,False,False,"",""
3251,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","377eafb5bdc39f3d35941e803f5139dd","TR849.filesystem.nikiforakis.home-lpc-card3rz_reg_details","deceptive","filesystem","2024-02-08 19:07:58.771000+00:00",370.251,0,3,"hack",False,True,False,"-rw-------  1 lpc  lpc   40K Dec 29 15:58 .bash_history",False,False,False,False,"",""
3252,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","377eafb5bdc39f3d35941e803f5139dd","TR849.filesystem.nikiforakis.home-lpc-card3rz_reg_details","deceptive","filesystem","2024-02-08 19:07:58.771000+00:00",370.251,1,6,"hack",False,True,False,"drwxr-xr-x  6 lpc  lpc  4.0K Nov 21 11:39 .cache",False,False,False,False,"",""
3253,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","377eafb5bdc39f3d35941e803f5139dd","TR849.filesystem.nikiforakis.home-lpc-card3rz_reg_details","deceptive","filesystem","2024-02-08 19:07:58.771000+00:00",370.251,2,7,"hack",False,True,False,"drwx------  7 lpc  lpc  4.0K Nov 24 10:15 .config",False,False,False,False,"",""
3254,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","377eafb5bdc39f3d35941e803f5139dd","TR849.filesystem.nikiforakis.home-lpc-card3rz_reg_details","deceptive","filesystem","2024-02-08 19:07:58.771000+00:00",370.251,3,19,"hack",False,True,False,"drwx------  2 lpc  lpc  4.0K Nov  2 09:21 .ssh",False,False,False,False,"",""
3255,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","377eafb5bdc39f3d35941e803f5139dd","TR849.filesystem.nikiforakis.home-lpc-card3rz_reg_details","deceptive","filesystem","2024-02-08 19:07:58.771000+00:00",370.251,4,27,"trap",False,False,True,"-rw-r--r--  1 lpc  lpc  8.1K Nov 24 10:18 data.csv",False,False,"","",False,False
3256,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","377eafb5bdc39f3d35941e803f5139dd","TR849.filesystem.nikiforakis.home-lpc-card3rz_reg_details","deceptive","filesystem","2024-02-08 19:07:58.771000+00:00",370.251,5,28,"trap",False,False,True,"-rw-r--r--  1 lpc  lpc  7.1K Nov 30 16:34 data.json",False,False,"","",False,False
3257,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","377eafb5bdc39f3d35941e803f5139dd","TR849.filesystem.nikiforakis.home-lpc-card3rz_reg_details","deceptive","filesystem","2024-02-08 19:07:58.771000+00:00",370.251,6,35,"trap",False,False,True,"-rw-r--r--  1 lpc  lpc   27K Nov 11 12:14 card3rz_reg_details.html",True,False,"","",False,True
3258,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","e10c2cdab5bbecdde500a67730c1907b","TR849.networkrequests.petrunic.mail_google_com-trunc-01-admin-false","deceptive","networkrequests","2024-02-08 19:11:09.581000+00:00",190.64,-1,-1,"neutral",True,False,False,"","","","","","",""
3259,"ex1","b14e7766-de64-4218-9617-2a6bc97ee35d","3bfc720bd79e875ae81a5986fb13d04c","TR150.httpheaders.hackertarget-034515.02-httpheader-devtoken","deceptive","httpheaders","2024-02-08 19:11:24.923000+00:00",15.18,0,6,"trap",False,False,True,"X-DevToken: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbiI6IjMwZDk4NGI4Iiwicm9sZSI6ImNsdXN0ZXIifQ.J2c1XH2RsXDjaWJhCHSWR4bBNxEm7l2Q7WxrlG2vph4",True,False,"","",False,True
