"mrk_line","mrk_on_dcpt","mrk_on_risk","mrk_hack_on_dcpt","mrk_trap_on_dcpt","mrk_hack_on_risk","mrk_trap_on_risk","mrk_hack","mrk_trap","mrk_neutral","mrk_query_type","applied_honeywire","present_risk"
"19.122 GET https://juice-shop.herokuapp.com/rest/products/13/details 200 OK (8.58 MB)",0,1,0,0,1,0,1,0,0,"networkrequests","","networkrequests-no-rate-limiting"
"19.852 GET https://juice-shop.herokuapp.com/rest/products/14/details 200 OK (1.26 MB)",0,1,0,0,1,0,1,0,0,"networkrequests","","networkrequests-no-rate-limiting"
"2.023 GET http://avatars.siteusercontent.com/in/15368?s=64&v=4 200 OK (2.0 kB)",0,1,0,0,1,0,1,0,0,"networkrequests","networkrequests-sessid-parameter",""
"2.023 GET http://avatars.siteusercontent.com/u/10400532?s=32&v=4 200 OK (0.9 kB)",0,3,0,0,2,1,2,1,0,"networkrequests","networkrequests-sessid-parameter","networkrequests-insecure-http"
"2.023 GET http://avatars.siteusercontent.com/u/14328197?s=64&v=4 200 OK (1.5 kB)",0,3,0,0,2,1,2,1,0,"networkrequests","networkrequests-sessid-parameter","networkrequests-insecure-http"
"2.023 GET http://avatars.siteusercontent.com/u/31434466?s=64&v=4 200 OK (1.8 kB)",0,3,0,0,2,1,2,1,0,"networkrequests","networkrequests-sessid-parameter","networkrequests-insecure-http"
"2.031 GET https://juice-shop.herokuapp.com/rest/order-history 200 OK (30 bytes)",0,0,0,0,0,0,3,0,0,"networkrequests","networkrequests-sessid-parameter",""
"2.038 GET https://www.site.com/setmail?use_corp=on&no_1pjar=1&zx=b0j75n79v2dp 204 No Content",0,0,0,0,0,0,5,0,0,"networkrequests","networkrequests-admin-false","networkrequests-mass-assignment"
"2.039 GET https://clients2.site.com/availability/?s=mail&a=viewinbox&c=scs&tm=576198645&zx=1h1USaIDj1qRCf 200 OK (35 bytes)",0,0,0,0,0,0,1,0,0,"networkrequests","","networkrequests-mass-assignment"
"2.045 GET https://hftOcb3t8X3ER.cloudfront.net/?71166aab-b979-4800-9061-4e0a1f353e4c 200 OK (0.5 kB)",0,0,0,0,0,0,6,5,0,"networkrequests","networkrequests-log-endpoint",""
"2.048 GET https://JPQB7nXGB.cloudfront.net/?080bb6b2-027a-4dd9-9025-791e26d9279e 200 OK (0.5 kB)",0,0,0,0,0,0,6,4,0,"networkrequests","networkrequests-log-endpoint",""
"2.058 GET https://juice-shop.herokuapp.com/assets/public/images/products/no-results.png 200 OK (31.3 kB)",0,0,0,0,0,0,3,0,0,"networkrequests","networkrequests-sessid-parameter",""
"2.060 OPTIONS https://aan.site.com/cem 200 OK (0.6 kB)",0,0,0,0,0,0,1,0,0,"networkrequests","networkrequests-path-traversal",""
"2.140 GET https://en.site.org/cdn/commons/df?file=../dist/img/4FqAq.svg&w=53px&h=53px 200 OK (5.3 kB)",23,0,17,6,0,0,17,6,0,"networkrequests","networkrequests-path-traversal",""
"2.173 POST https://api.company.com/flags/api/v2/frontend/featureFlagValues 200 OK (45.5 kB)",0,0,0,0,0,0,1,1,0,"networkrequests","","networkrequests-nosql-injection"
"2.200 POST https://mail.site.com/mail/u/0/logstreamz 204 No Content",0,0,0,0,0,0,4,0,0,"networkrequests","networkrequests-admin-false","networkrequests-mass-assignment"
"2.228 GET http://avatars.siteusercontent.com/u/63284097?s=40&v=4 200 OK (2.8 kB)",0,3,0,0,2,1,2,1,0,"networkrequests","networkrequests-sessid-parameter","networkrequests-insecure-http"
"2.228 GET http://avatars.siteusercontent.com/u/63284097?s=64&v=4 200 OK (5.0 kB)",0,3,0,0,2,1,2,1,0,"networkrequests","networkrequests-sessid-parameter","networkrequests-insecure-http"
"2.229 GET http://avatars.siteusercontent.com/u/92726601?s=64&v=4 200 OK (1.5 kB)",0,3,0,0,2,1,2,1,0,"networkrequests","networkrequests-sessid-parameter","networkrequests-insecure-http"
"2.238 POST https://aa.site.com/u/0/_/gog/get?rt=j&sourceid=23 200 OK (19.8 kB)",0,0,0,0,0,0,1,1,0,"networkrequests","networkrequests-admin-false","networkrequests-mass-assignment"
"2.274 OPTIONS https://mon-va.bytesite.com/monitor_web/settings/browser-settings?bid=webmssdk&store=1 200 OK (1.6 kB)",0,0,0,0,0,0,1,1,0,"networkrequests","",""
"2.459 GET https://mon-va.bytesite.com/monitor_web/settings/browser-settings?bid=webmssdk&store=1 200 OK (1.6 kB)",0,0,0,0,0,0,0,1,0,"networkrequests","",""
"2.460 POST https://api.site.com/_private/browser/stats",0,0,0,0,0,0,21,3,0,"networkrequests","networkrequests-sessid-parameter","networkrequests-insecure-http"
"2.493 GET https://github.com/owner/my_repo/settings/secrets/58962/read 200 OK (99.4 kB)",7,0,7,0,0,0,7,0,0,"networkrequests","networkrequests-idor-read-secrets",""
"2.509 POST https://www.site.com/sitei/v1/guide?key=J0bIiQpY_FZeYj_EGmB1TA&prettyPrint=false 200 OK (3.3 kB)",0,0,0,0,0,0,4,0,0,"networkrequests","networkrequests-dev-endpoint",""
"2.585 POST https://mcs-va.site.com/v1/list 200 OK (1.2 kB)",0,0,0,0,0,0,1,0,0,"networkrequests","",""
"2.619 GET https://jira.site.org/rest/smartissuetemplates/1.0/uischema?_=185447714 200 OK (0.4 kB)",0,0,0,0,0,0,1,0,0,"networkrequests","",""
"2.627 GET https://jira.site.org/rest/smartissuetemplates/1.0/dateformat/?_=185447715 200 OK (73 bytes)",0,0,0,0,0,0,1,0,0,"networkrequests","",""
"2.634 GET https://jira.site.org/rest/smartissuetemplates/1.0/uischema?_=185447716 200 OK (0.4 kB)",0,0,0,0,0,0,1,0,0,"networkrequests","",""
"2.668 GET https://jira.site.org/rest/tempo-timesheets/3/private/config/ 200 OK (0.6 kB)",0,0,0,0,0,0,2,2,0,"networkrequests","",""
"2.744 POST https://jira.site.org/rest/webResources/1.0/resources 200 OK (2.1 kB)",0,0,0,0,0,0,1,1,0,"networkrequests","networkrequests-log-endpoint",""
"2.876 GET https://juice-shop.herokuapp.com/api/Quantitys/ 200 OK (0.6 kB)",0,0,0,0,0,0,1,0,0,"networkrequests","",""
"2.913 GET https://juice-shop.herokuapp.com/rest/admin/application-configuration 200 OK (7.2 kB)",0,0,0,0,0,0,5,1,0,"networkrequests","",""
"2.914 GET https://juice-shop.herokuapp.com/rest/deluxe-membership 200 OK (49 bytes)",0,0,0,0,0,0,2,0,0,"networkrequests","",""
"2.956 POST https://play.site.com/edit_user?format=json&hasfast=true&admin=false&authuser=0",5,0,4,1,0,0,4,1,0,"networkrequests","networkrequests-admin-false",""
"2.956 POST https://play.site.com/edit_user?format=json&hasfast=true&authuser=0",0,0,0,0,0,0,2,0,0,"networkrequests","","networkrequests-mass-assignment"
"2.956 POST https://play.site.com/log?format=json&hasfast=true&authuser=0",0,0,0,0,0,0,1,0,0,"networkrequests","",""
"2.963 GET https://jira.site.org/rest/greenhopper/1.0/xboard/toolSections?mode=work&rapidViewId=2051&_=185447717 200 OK (2.1 kB)",0,0,0,0,0,0,2,1,0,"networkrequests","networkrequests-log-endpoint",""
"2.994 POST https://www.site.com/2/profile_services/list_services 200 OK (2.5 kB)",0,0,0,0,0,0,1,0,0,"networkrequests","",""
"2.997 GET https://jira.site.org/rest/greenhopper/1.0/xboard/work/transitions.json?projectId=19390&projectId=14991&_=185447718 200 OK (27.5 kB)",0,0,0,0,0,0,5,2,0,"networkrequests","networkrequests-log-endpoint",""
"21.018 GET https://juice-shop.herokuapp.com/rest/products/15/details 200 OK (4.52 MB)",0,1,0,0,1,0,1,0,0,"networkrequests","","networkrequests-no-rate-limiting"
"22.903 GET https://juice-shop.herokuapp.com/rest/user/18569/Cards 200 OK (30 bytes)",0,3,0,0,3,0,3,0,0,"networkrequests","","networkrequests-broken-object-level-authorization"
"23.278 GET https://juice-shop.herokuapp.com/rest/user/whoami 200 OK (0.1 kB)",0,0,0,0,0,0,3,0,0,"networkrequests","networkrequests-log-endpoint",""
"23.568 GET https://juice-shop.herokuapp.com/api/Feedbacks/ 200 OK (0.4 kB)",0,0,0,0,0,0,1,0,0,"networkrequests","",""
"23.569 GET https://juice-shop.herokuapp.com/rest/admin/application-configuration 200 OK (7.2 kB)",0,0,0,0,0,0,2,0,0,"networkrequests","",""
"23.906 GET https://juice-shop.herokuapp.com/rest/user/18570/Cards 200 OK (30 bytes)",0,1,0,0,1,0,1,0,0,"networkrequests","","networkrequests-broken-object-level-authorization"
"24.090 GET https://juice-shop.herokuapp.com/assets/public/images/carousel/1.jpg 200 OK (33.0 kB)",0,0,0,0,0,0,1,0,0,"networkrequests","",""
"24.785 GET https://juice-shop.herokuapp.com/api/Quantitys/ 200 OK (0.6 kB)",0,0,0,0,0,0,2,0,0,"networkrequests","networkrequests-log-endpoint",""
"24.786 GET https://juice-shop.herokuapp.com/rest/products/search?q= 200 OK (3.9 kB)",0,0,0,0,0,0,8,0,0,"networkrequests","networkrequests-log-endpoint",""
"24.792 POST https://juice-shop.herokuapp.com/rest/logdriver?fmt=query&auth=0&msg=ufBCJbgEqKB3jAd6jUTYL 204 No Content",1,0,1,0,0,0,1,0,0,"networkrequests","networkrequests-log-endpoint",""
"25.595 GET https://juice-shop.herokuapp.com/assets/public/images/products/apple_juice.jpg 200 OK (15.3 kB)",0,0,0,0,0,0,1,0,0,"networkrequests","networkrequests-log-endpoint",""
"25.595 GET https://juice-shop.herokuapp.com/assets/public/images/products/apple_pressings.jpg 200 OK (29.2 kB)",0,0,0,0,0,0,1,0,0,"networkrequests","networkrequests-log-endpoint",""
"25.595 GET https://juice-shop.herokuapp.com/assets/public/images/products/banana_juice.jpg 200 OK (19.8 kB)",0,0,0,0,0,0,1,0,0,"networkrequests","networkrequests-log-endpoint",""
"25.596 GET https://juice-shop.herokuapp.com/assets/public/images/products/artwork2.jpg 200 OK (35.9 kB)",0,0,0,0,0,0,1,0,0,"networkrequests","networkrequests-log-endpoint",""
"25.847 GET https://juice-shop.herokuapp.com/rest/memories/ 200 OK (0.9 kB)",0,0,0,0,0,0,1,0,0,"networkrequests","",""
"25.848 GET https://juice-shop.herokuapp.com/rest/admin/application-configuration 200 OK (7.2 kB)",0,0,0,0,0,0,3,0,0,"networkrequests","",""
"27.038 GET https://juice-shop.herokuapp.com/rest/basket/0 200 OK (30 bytes)",0,0,0,0,0,0,2,0,0,"networkrequests","networkrequests-log-endpoint",""
"28.067 GET https://juice-shop.herokuapp.com/rest/basket/0 200 OK (30 bytes)",0,0,0,0,0,0,2,0,0,"networkrequests","networkrequests-log-endpoint",""
"28.231 POST https://juice-shop.herokuapp.com/rest/logdriver?fmt=query&auth=0&msg=Ggi20bm2RWmiKB8tmXAPF23 204 No Content",1,0,1,0,0,0,1,0,0,"networkrequests","networkrequests-log-endpoint",""
"28.782 GET https://juice-shop.herokuapp.com/rest/user/whoami 200 OK (0.1 kB)",0,0,0,0,0,0,4,0,0,"networkrequests","networkrequests-log-endpoint",""
"28.810 GET https://juice-shop.herokuapp.com/assets/public/images/products/apple_pressings.jpg 200 OK (29.2 kB)",0,0,0,0,0,0,1,0,0,"networkrequests","networkrequests-log-endpoint",""
"28.816 GET https://juice-shop.herokuapp.com/rest/products/24/reviews 200 OK (30 bytes)",0,0,0,0,0,0,3,0,0,"networkrequests","networkrequests-log-endpoint",""
"3.003 POST https://www.site.com/2/profile_services/list_services 200 OK (2.5 kB)",0,0,0,0,0,0,1,1,0,"networkrequests","",""
"3.009 POST https://play.site.com/log?format=json&hasfast=true&authuser=0",0,0,0,0,0,0,1,0,0,"networkrequests","",""
"3.021 GET https://github.com/owner/my_repo/settings/secrets/58975/read 200 OK (72.1 kB)",6,0,6,0,0,0,6,0,0,"networkrequests","networkrequests-idor-read-secrets",""
"3.028 POST https://signaler-pa.clients6.site.com/punctual/v1/chooseServer?key=nhD1h1USaIDj1qRCfbcKZA 200 OK (49 bytes)",0,0,0,0,0,0,9,1,0,"networkrequests","networkrequests-admin-false","networkrequests-mass-assignment"
"3.032 OPTIONS https://signaler-pa.clients6.site.com/punctual/v1/chooseServer?key=nhD1h1USaIDj1qRCfbcKZA 200 OK",0,0,0,0,0,0,9,1,0,"networkrequests","networkrequests-admin-false","networkrequests-mass-assignment"
"3.049 POST https://www.site.com/2/awareness_subscriptions/folder_subscriptions/get 409 Conflict (64 bytes)",0,0,0,0,0,0,1,0,0,"networkrequests","",""
"3.099 POST https://jira.site.org/rest/webResources/1.0/resources 200 OK (66 bytes)",0,0,0,0,0,0,2,0,0,"networkrequests","",""
"3.119 GET https://jira.site.org/rest/agile/1.0/board/2051/configuration?_=185447719 200 OK (2.6 kB)",0,0,0,0,0,0,4,0,0,"networkrequests","networkrequests-log-endpoint",""
"3.127 GET https://jira.site.org/secure/viewavatar?size=xsmall&avatarId=18015&avatarType=issuetype 200 OK (0.4 kB)",0,0,0,0,0,0,3,1,0,"networkrequests","networkrequests-log-endpoint",""
"3.127 POST https://api.site.com/_private/browser/stats",0,0,0,0,0,0,19,2,0,"networkrequests","networkrequests-path-traversal","networkrequests-insecure-http"
"3.128 GET https://jira.site.org/secure/useravatar?ownerId=john.doe&avatarId=24916 200 OK (4.5 kB)",0,0,0,0,0,0,6,0,0,"networkrequests","networkrequests-log-endpoint",""
"3.129 GET https://jira.site.org/secure/viewavatar?size=xsmall&avatarId=18016&avatarType=issuetype 200 OK (0.4 kB)",0,0,0,0,0,0,4,1,0,"networkrequests","networkrequests-log-endpoint",""
"3.180 POST https://www.site.com/sitei/v1/feedback?key=J0bIiQpY_FZeYj_EGmB1TA&prettyPrint=false 200 OK (1.4 kB)",0,0,0,0,0,0,3,0,0,"networkrequests","networkrequests-dev-endpoint",""
"3.193 POST https://mail-ads.site.com/mail/u/0/ads/main_jspb?rt=r&client=25&pt=ji",0,0,0,0,0,0,0,1,0,"networkrequests","",""
"3.229 POST https://www.site.com/sitei/v1/log_event?alt=json&key=J0bIiQpY_FZeYj_EGmB1TA 200 OK (0.5 kB)",0,0,0,0,0,0,3,0,0,"networkrequests","networkrequests-mass-assignment",""
"3.251 POST https://people-pa.clients6.site.com/$rpc/comp.internal.people.v2.minimal.InternalPeopleMinimalService/ListRankedTargets 200 OK (532.7 kB)",0,0,0,0,0,0,15,0,0,"networkrequests","networkrequests-dev-endpoint","networkrequests-log-spam-endpoint"
"3.255 OPTIONS https://people-pa.clients6.site.com/$rpc/comp.internal.people.v2.minimal.InternalPeopleMinimalService/ListRankedTargets 200 OK",0,0,0,0,0,0,3,2,0,"networkrequests","networkrequests-path-traversal","networkrequests-log-spam-endpoint"
"3.281 POST https://jira.site.org/rest/analytics/1.0/publish/bulk 200 OK",0,0,0,0,0,0,0,1,0,"networkrequests","",""
"3.281 POST https://jira.site.org/rest/analytics/1.0/publish/bulk?st=%3Cscript%3Eib.push%28%22cssRules%22%2C%22insertRule%22%29%3B%3C%2Fscript%3E 200 OK",3,0,3,0,0,0,3,0,0,"networkrequests","networkrequests-unescaped-javascript",""
"3.284 GET https://site.com/1/boards/xSUVU2nsJIKh4ETV0h/plugins?filter=enabled 200 OK (3.6 kB)",0,0,0,0,0,0,0,1,0,"networkrequests","","networkrequests-nosql-injection"
"3.300 POST https://jira.site.org/rest/logdriver/2.0/send?msg=ufBCJbgEqKB3jAd6jUTYL&origin=browser 204 No Content",1,0,0,1,0,0,0,1,0,"networkrequests","networkrequests-log-endpoint",""
"3.331 POST https://signaler-pa.clients6.site.com/punctual/multi-watch/channel?VER=8&csessionid=-Cov_kcAnnD1efS-nZgYly8lU1g-M&key=nhD1h1USaIDj1qRCfbcKZA&RID=8593&CVER=22&zx=as2v23637&t=1 200 OK (54 bytes)",0,0,0,0,0,0,9,3,0,"networkrequests","networkrequests-path-traversal",""
"3.334 OPTIONS https://signaler-pa.clients6.site.com/punctual/multi-watch/channel?VER=8&csessionid=-Cov_kcAnnD1efS-nZgYly8lU1g-M&key=nhD1h1USaIDj1qRCfbcKZA&RID=8593&CVER=22&zx=as2v23637&t=1 200 OK",0,0,0,0,0,0,7,3,0,"networkrequests","networkrequests-path-traversal",""
"3.357 GET https://jira.site.org/rest/greenhopper/1.0/xboard/issue/details.json?rapidViewId=2051&issueIdOrKey=JT-586&loadSubtasks=true&_=185447720 200 OK (75.2 kB)",0,0,0,0,0,0,4,1,0,"networkrequests","networkrequests-log-endpoint",""
"3.415 POST https://jira.site.org/rest/webResources/1.0/resources 200 OK (0.7 kB)",0,0,0,0,0,0,2,1,0,"networkrequests","networkrequests-log-endpoint",""
"3.477 POST https://www.app.com/2/roles/has_owner_permissions 204 No Content (15 bytes)",0,0,0,0,0,0,2,1,0,"networkrequests","","networkrequests-broken-function-level-authorization"
"3.497 POST https://addons-pa.clients6.site.com/$rpc/comp.internal.apps.addons.v1.AddOnService/ListInstallations 200 OK (8 bytes)",0,0,0,0,0,0,4,1,0,"networkrequests","networkrequests-path-traversal",""
"3.501 OPTIONS https://addons-pa.clients6.site.com/$rpc/comp.internal.apps.addons.v1.AddOnService/ListInstallations 200 OK",0,0,0,0,0,0,5,1,0,"networkrequests","networkrequests-dev-endpoint",""
"3.519 GET https://clients6.site.com/mail/v1fpa_mail_frontend_gwt/users/me/storageQuota?alt=protojson&key=s_eHFAZm4Ks2KaxPjx77mQ&%24unique=gc323 200 OK (48 bytes)",0,0,0,0,0,0,9,2,0,"networkrequests","networkrequests-dev-endpoint",""
"3.524 OPTIONS https://clients6.site.com/mail/v1fpa_mail_frontend_gwt/users/me/storageQuota?alt=protojson&key=s_eHFAZm4Ks2KaxPjx77mQ&%24unique=gc323 200 OK",0,0,0,0,0,0,1,2,0,"networkrequests","networkrequests-path-traversal",""
"3.551 OPTIONS https://addons-pa.clients6.site.com/$rpc/comp.internal.apps.DEV.addons.v1.AddOnService/ListInstallations 204 No Content",2,0,2,0,0,0,2,0,0,"networkrequests","networkrequests-dev-endpoint",""
"3.556 GET https://contacts.site.com/_/scs/social-static/_/js/k=boq.SocialPeopleHovercardUi.en.c2oh6mjrO.es5.O/am=oGkAQA/d=1/excm=_b,_r,_tp,hovercardwidget/ed=1/dg=0/wt=2/rs=AGLTcCP598Vrt-yn9adMGQlvXQAlK3_3QQ/m=_b,_tp,_r 200 OK (182.8 kB)",0,0,0,0,0,0,3,0,0,"networkrequests","networkrequests-path-traversal",""
"3.581 POST https://www.app.com/2/account_management/get_eligibility 200 OK (39 bytes)",0,0,0,0,0,0,1,0,0,"networkrequests","","networkrequests-broken-function-level-authorization"
"3.603 POST https://www.app.com/2/account_management/list_backups 200 OK (5.8 kB)",0,0,0,0,0,0,2,0,0,"networkrequests","","networkrequests-broken-function-level-authorization"
"3.603 POST https://www.site.com/2/device_sync/list_backups 200 OK (43 bytes)",0,0,0,0,0,0,1,0,0,"networkrequests","",""
"3.604 POST https://www.site.com/2/external_drive_backup/list_backups 200 OK (35 bytes)",0,0,0,0,0,0,2,0,0,"networkrequests","",""
"3.639 GET https://jira.site.org/secure/useravatar?size=small&ownerId=john.doe&avatarId=24916 200 OK (1.4 kB)",0,0,0,0,0,0,4,0,0,"networkrequests","networkrequests-log-endpoint",""
"3.642 GET https://jira.site.org/secure/viewavatar?size=xsmall&avatarId=18015&avatarType=issuetype 200 OK (0.4 kB)",0,0,0,0,0,0,3,0,0,"networkrequests","networkrequests-log-endpoint",""
"3.654 GET https://jira.site.org/secure/viewavatar?size=xsmall&avatarId=18016&avatarType=issuetype 200 OK (0.4 kB)",0,0,0,0,0,0,3,0,0,"networkrequests","networkrequests-log-endpoint",""
"3.714 GET https://site.com/1/members/me/notificationsCount?grouped=true&filter=all 200 OK (2 bytes)",0,0,0,0,0,0,0,1,0,"networkrequests","","networkrequests-nosql-injection"
"3.716 GET https://juice-shop.herokuapp.com/rest/products/4/details 200 OK (2.65 MB)",0,1,0,0,1,0,1,0,0,"networkrequests","","networkrequests-no-rate-limiting"
"3.789 GET https://jira.site.org/rest/tempo-rest/2.0/gh/canOnlyViewOwnWorklogs/1029615?_=185447722 200 OK (16 bytes)fw",0,0,0,0,0,0,4,2,0,"networkrequests","networkrequests-log-endpoint",""
"3.804 POST https://www.app.com/2/account_management/list_external_accounts 200 OK (12.5 kB)",0,0,0,0,0,0,2,0,0,"networkrequests","","networkrequests-broken-function-level-authorization"
"3.823 GET https://jira.site.org/rest/structure/2.0/automation 200 OK (54.6 kB)",0,0,0,0,0,0,2,0,0,"networkrequests","networkrequests-log-endpoint",""
"3.951 GET https://jira.site.org/rest/structure/1.0/config/ui?forIssue=1029615&preferredStructure=18 200 OK (0.3 kB)",0,0,0,0,0,0,1,1,0,"networkrequests","",""
"3.993 POST https://www.site.com/sitei/v1/log_event?alt=json&key=J0bIiQpY_FZeYj_EGmB1TA 200 OK (0.5 kB)",0,0,0,0,0,0,3,0,0,"networkrequests","networkrequests-mass-assignment",""
"35.496 GET https://juice-shop.herokuapp.com/rest/user/18569/Addresss 200 OK (30 bytes)",0,3,0,0,3,0,3,0,0,"networkrequests","","networkrequests-broken-object-level-authorization"
"35.784 GET https://juice-shop.herokuapp.com/rest/user/18570/Addresss 200 OK (30 bytes)",0,1,0,0,1,0,1,0,0,"networkrequests","","networkrequests-broken-object-level-authorization"
"4.011 GET https://apis.site.com/js/api.js 200 OK (17.6 kB)",0,0,0,0,0,0,7,0,0,"networkrequests","networkrequests-path-traversal",""
"4.012 POST https://www.site.com/sitei/v1/log_event_ad?authorized=false 200 OK (0.7 kB)",1,0,0,1,0,0,0,1,0,"networkrequests","networkrequests-mass-assignment",""
"4.053 GET https://jira.site.org/rest/scriptrunner/1.0/message?_=185447723 204 No Content (1 bytes)",0,0,0,0,0,0,2,1,0,"networkrequests","networkrequests-log-endpoint",""
"4.060 POST https://jira.site.org/rest/scriptrunner/behaviours/latest/validators.json?issueId=1029615 200 OK (0.3 kB)",0,0,0,0,0,0,4,1,0,"networkrequests","networkrequests-log-endpoint",""
"4.090 GET https://jira.site.org/secure/projectavatar?pid=19390&avatarId=20211 200 OK (0.6 kB)",0,0,0,0,0,0,3,1,0,"networkrequests","networkrequests-unescaped-javascript",""
"4.091 GET https://jira.site.org/secure/useravatar?size=xsmall&ownerId=john.doe&avatarId=24916 200 OK (0.7 kB)",0,0,0,0,0,0,6,2,0,"networkrequests","networkrequests-log-endpoint",""
"4.215 GET https://jira.site.org/rest/scriptrunner/1.0/message?_=185447724 204 No Content (1 bytes)",0,0,0,0,0,0,4,2,0,"networkrequests","networkrequests-log-endpoint",""
"4.272 GET https://jira.site.org/rest/structure/2.0/structure/list?anchorIssue=1029615 200 OK (0.8 kB)",0,0,0,0,0,0,1,1,0,"networkrequests","networkrequests-log-endpoint",""
"4.285 GET https://apis.site.com/_/scs/abc-static/_/js/k=gapi.gapi.en.QMFpsYJY.O/m=gapi_iframes/rt=j/sv=1/d=1/ed=1/rs=AHpOoo-6ENqVAYuoxmMq7heI5jDLA/cb=gapi.loaded_0?le=scs 200 OK (96.1 kB)",0,0,0,0,0,0,1,0,0,"networkrequests","",""
"4.293 OPTIONS https://jnn-pa.siteapis.com/$rpc/comp.internal.waa.v1.Waa/Create 200 OK (0.7 kB)",0,0,0,0,0,0,1,0,0,"networkrequests","",""
"4.321 POST https://mssdk-va.site.com/web/report?msToken=lu5T2a0G8HjUdNiHRhsu2w-na1KSujAJRy0TzaWCbQf9Q6d9UdzOv1&X-Bogus=cbzNG8D_tE6RJCw/ 200 OK (1.7 kB)",0,0,0,0,0,0,4,2,0,"networkrequests","",""
"4.360 OPTIONS https://bolt.site.com/2/notify/subscribe 200 OK",0,0,0,0,0,0,1,0,0,"networkrequests","",""
"4.363 POST https://jnn-pa.siteapis.com/$rpc/comp.internal.waa.v1.Waa/Create 200 OK (31.4 kB)",0,0,0,0,0,0,1,0,0,"networkrequests","",""
"4.393 POST https://play.site.com/log?format=json&hasfast=true&authuser=0",0,0,0,0,0,0,3,0,0,"networkrequests","networkrequests-dev-endpoint",""
"4.393 POST https://play.site.com/log?format=query&msg=app.init.ok%3A4584134984654186&hasfast=true&authuser=0 204 No Content",0,0,0,0,0,0,8,5,0,"networkrequests","networkrequests-path-traversal","networkrequests-log-spam-endpoint"
"4.545 OPTIONS https://jnn-pa.siteapis.com/$rpc/comp.internal.waa.v1.Waa/GenerateIT 200 OK (0.7 kB)",0,0,0,0,0,0,1,0,0,"networkrequests","",""
"4.573 POST https://jnn-pa.siteapis.com/$rpc/comp.internal.waa.v1.Waa/GenerateIT 200 OK (0.8 kB)",0,0,0,0,0,0,2,0,0,"networkrequests","networkrequests-dev-endpoint",""
"4.604 POST https://www.app.com/2/external_drive_backup/list_backups 200 OK (35 bytes)",0,0,0,0,0,0,2,0,0,"networkrequests","","networkrequests-broken-function-level-authorization"
"4.642 PUT https://juice-shop.herokuapp.com/rest/products/1/reviews 201 Created (20 bytes)",0,0,0,0,0,0,9,0,0,"networkrequests","networkrequests-admin-false",""
"4.690 PUT https://juice-shop.herokuapp.com/rest/products/1/reviews?verified=false 201 Created (19 bytes)",6,0,6,0,0,0,6,0,0,"networkrequests","networkrequests-mass-assignment",""
"4.692 PUT https://juice-shop.herokuapp.com/rest/products/1/reviews?assigned=false 201 Created (19 bytes)",5,0,5,0,0,0,5,0,0,"networkrequests","networkrequests-mass-assignment",""
"4.701 GET https://ssl.static.site.com/ui/v1/resize?file=./dist/img/avatar_67812ngdhu.png 200 OK (8.2 kB)",5,0,3,2,0,0,3,2,0,"networkrequests","networkrequests-path-traversal",""
"4.701 PUT https://juice-shop.herokuapp.com/rest/products/1/reviews?utm_source=browser 201 Created (23 bytes)",2,0,2,0,0,0,2,0,0,"networkrequests","networkrequests-mass-assignment",""
"4.716 GET https://juice-shop.herokuapp.com/rest/products/1/reviews 200 OK (0.6 kB)",0,0,0,0,0,0,2,0,0,"networkrequests","networkrequests-admin-false",""
"4.719 GET https://juice-shop.herokuapp.com/rest/products/1/reviews 200 OK (0.6 kB)",0,0,0,0,0,0,2,0,0,"networkrequests","networkrequests-admin-false",""
"4.806 GET https://juice-shop.herokuapp.com/rest/products/1/reviews 200 OK (0.6 kB)",0,0,0,0,0,0,2,0,0,"networkrequests","networkrequests-admin-false",""
"4.856 POST https://jnn-pa.dev.siteapis.com/$rpc/comp.internal.waa.v1.Waa/Dev_GenerateIT 204 No Content",1,0,1,0,0,0,1,0,0,"networkrequests","networkrequests-dev-endpoint",""
"5.044 POST https://mail.site.com/mail/u/0/?ui=2&ik=6e75e4f3f0&jsver=CE191cIHKTw.en..es5&cbl=mail.pinto-server_20221219.06_p0&rid=b833..&auto=1&view=mic&_reqid=432057&pcd=1&cfact=7056&cfinact=7058%2C7083%2C7082%2C7117%2C7085%2C7057%2C7084%2C7086&mb=0&rt=j 200 OK (0.8 kB)",0,0,0,0,0,0,8,1,0,"networkrequests","networkrequests-dev-endpoint",""
"5.085 GET https://www.site.com/pithos/host%3Aconsent.site.com/privacy_consent_service 200 OK (11.8 kB)",0,0,0,0,0,0,1,0,0,"networkrequests","",""
"5.217 GET https://juice-shop.herokuapp.com/rest/deluxe-membership 200 OK (49 bytes)",0,0,0,0,0,0,1,0,0,"networkrequests","",""
"5.218 GET https://juice-shop.herokuapp.com/rest/wallet/balance 200 OK (29 bytes)",0,0,0,0,0,0,2,0,0,"networkrequests","",""
"5.219 GET https://juice-shop.herokuapp.com/rest/admin/application-configuration 200 OK (7.2 kB)",0,0,0,0,0,0,6,3,0,"networkrequests","",""
"5.221 GET https://juice-shop.herokuapp.com/api/Cards 200 OK (30 bytes)",0,0,0,0,0,0,2,0,0,"networkrequests","",""
"5.321 POST https://www.site.com/sitei/v1/att/get?key=J0bIiQpY_FZeYj_EGmB1TA&prettyPrint=false 200 OK (16.0 kB)",0,0,0,0,0,0,6,0,0,"networkrequests","networkrequests-dev-endpoint",""
